site,page_url,gtm_resource_url,status,saved_path,error
https://bbs.animanch.com,https://bbs.animanch.com/,https://www.googletagmanager.com/gtag/js?id=UA-204930982-1,200,./out_gtm/bbs.animanch.com_b1d416434e/gtm_df6a5d6416634ede.js,
https://bbs.animanch.com,https://bbs.animanch.com/,https://www.googletagmanager.com/gtag/js?id=G-T4L4FCFNJ3&cx=c&gtm=4e62j0,200,./out_gtm/bbs.animanch.com_b1d416434e/gtm_dcd81fce9df51013.js,
https://asndigital.bkn.go.id,https://asndigital.bkn.go.id/,https://www.googletagmanager.com/gtag/js?id=G-D3VMVHCY1Y,200,./out_gtm/asndigital.bkn.go.id_940a12b3b4/gtm_273630bb341ace36.js,
https://darkero.com,https://darkero.com/,https://www.googletagmanager.com/gtag/js?id=G-TR47ZLJGXH,200,./out_gtm/darkero.com_aedd935acc/gtm_a43700cf63b406df.js,
https://auto.bazos.sk,https://auto.bazos.sk/,https://www.googletagmanager.com/gtag/js?id=G-HLZSNE9Z0C,200,./out_gtm/auto.bazos.sk_9098bec573/gtm_31d5e380357f2c9c.js,
https://hochi.news,https://hochi.news/,https://www.googletagmanager.com/gtm.js?id=GTM-5CQT2R2,200,./out_gtm/hochi.news_83610e211f/gtm_9386de2d6e589e29.js,
https://hochi.news,https://hochi.news/,https://www.googletagmanager.com/gtag/js?id=G-VVXF4DLZVB&cx=c&gtm=4e62j0,200,./out_gtm/hochi.news_83610e211f/gtm_3172d7e16cfd58a3.js,
https://jp.xhamster.com,https://jp.xhamster.com/,https://www.googletagmanager.com/gtm.js?id=GTM-TLDPV3J,200,./out_gtm/jp.xhamster.com_dcfba5de73/gtm_1fb1cc9818da706e.js,
